"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","SCHOOL_CODE_CHANGE_IND","Cluster","WEBSITE","PHONE_NUMBER","STREET","CITY","STATE","ZIP_CODE","TOTAL_ENROLL","GRADES","SSAS","SINGLESCORE","PCT_ASIAN","PCT_NATIVE","PCT_BLACK","PCT_HISPANIC","PCT_MULTI","PCT_WHITE","PCT_ED","PCT_SWD","PCT_LEP","CONTENT_MASTERYE","PROGRESSE","CLOSING_GAPE","READINESSE","CCRPISCOREE","THIRD_GRADE_READING","FIFTH_GRADE_READING","CONTENT_MASTERYM","PROGRESSM","CLOSING_GAPM","READINESSM","CCRPISCOREM","EIGHTH_GRADE_READING","CONTENT_MASTERYH","PROGRESSH","CLOSING_GAPH","READINESSH","GRADUATION_RATEH","CCRPISCOREH","ENGLISH_BEGH","ENGLISH_DEVH","ENGLISH_PROFH","ENGLISH_DISTH","MATH_BEGH","MATH_DEVH","MATH_PROFH","MATH_DISTH","SCIENCE_BEGH","SCIENCE_DEVH","SCIENCE_PROFH","SCIENCE_DISTH","SOC_BEGH","SOC_DEVH","SOC_PROFH","SOC_DISTH","COLLEGE_READINESS","ACCELERATED_COURSE_TAKING","FOUR_YEAR_GRADUATION_RATE","ENGLISH_BEGE","ENGLISH_DEVE","ENGLISH_PROFE","ENGLISH_DISTE","MATH_BEGE","MATH_DEVE","MATH_PROFE","MATH_DISTE","SCIENCE_BEGE","SCIENCE_DEVE","SCIENCE_PROFE","SCIENCE_DISTE","SOC_BEGE","SOC_DEVE","SOC_PROFE","SOC_DISTE","ENGLISH_BEGM","ENGLISH_DEVM","ENGLISH_PROFM","ENGLISH_DISTM","MATH_BEGM","MATH_DEVM","MATH_PROFM","MATH_DISTM","SCIENCE_BEGM","SCIENCE_DEVM","SCIENCE_PROFM","SCIENCE_DISTM","SOC_BEGM","SOC_DEVM","SOC_PROFM","SOC_DISTM","COLLEGEENROLLMENT","FINANCIALEFFICIENCY","SCHOOLCLIMATE","MOBILITY","PPE"
"2018","SCHOOL","6560192","Griffin RESA","656","Fayette County","Sandy Creek High School","0192","N","H","http://www.fcboe.org/","(770)969-2840","360 Jenkins Road","Tyrone ","GA","30290","1167","09, 10, 11, 12","Greatest Gains (Bronze)","83.6","3","1","57","16","5","18",13.8,11,4,"","","","","","","","","","","","","","78.7","93.4","81.3","74.2","84.7","83.6","10.3","29.7","45.7","14.3","17.4","42.6","30","10","24.4","27.8","33","14.8","10.5","26.9","44.4","18.2","58.7","41.7","83.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","8.7",""
"2019","SCHOOL","6560192","Griffin RESA","656","Fayette County","Sandy Creek High School","0192","N","H","http://www.fcboe.org/","770.969.2840","360 Jenkins Road","Tyrone","GA","30290","1196","09, 10, 11, 12","","77.3","3","0","59","16","5","17",12.1,12,4,"","","","","","","","","","","","","","76.2","85.5","44.1","76.5","85.7","77.3","9","33.9","45.3","11.8","15.6","42.6","36.3","5.5","30.6","26.5","30.6","12.4","11.4","32.5","43.1","13","62.2","81.4","84.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.09","2.5","4","13.9","11968.7"
"2020","SCHOOL","6560192","Griffin RESA","656","Fayette County","Sandy Creek High School","0192","N","H","http://www.fcboe.org/","770.969.2840","360 Jenkins Road","Tyrone ","GA","30290","1206","09, 10, 11, 12","","","3","0","60","16","4","17",10.1,12.5,4,"","","","","","","","","","","","","","","","","","84.4","","","","","","","","","","","","","","","","","","","","84.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.77","","","9.2","12427.36"
"2021","SCHOOL","6560192","Griffin RESA","656","Fayette County","Sandy Creek High School","0192","N","H","http://www.fcboe.org/","770.969.2840","360 Jenkins Road","Tyrone ","GA","30290","1233","09, 10, 11, 12","","","3","0","60","18","3","16",15.3,12.6,4,"","","","","","","","","","","","","","","","","","","","22.5","25.8","41.8","9.9","38.3","38.7","20.7","2.3","37.8","29","23.7","9.5","19.3","35.2","33","12.5","47.1","44.1","83.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.22","","","10.4","12393.14"
"2022","SCHOOL","6560192","Griffin RESA","656","Fayette County","Sandy Creek High School","0192","N","H","http://www.fcboe.org/","770.969.2840","360 Jenkins Rd","Tyrone","GA","30290-1614","1237","09, 10, 11, 12","","","3.1",".2","60.8","18.3","4","13.5",12,13.9,4.9,"","","","","","","","","","","","","","69.5","76.1","","66.6","83.8","","12.1","29.7","53.3","4.9","18","38.1","38.5","5.5","27.3","28.3","32.2","12.2","17.6","31.7","39.7","11","","36.9","81.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6","31.7","39.7","11","68.64","","","11.7","13155.59"
"2023","SCHOOL","6560192","Griffin RESA","656","Fayette County","Sandy Creek High School","0192","N","H","http://www.fcboe.org/","770.969.2840","360 Jenkins Rd","Tyrone","GA","30290-1614","1253","09, 10, 11, 12","","80.4","2.8",".5","61.2","19","4.3","12.2",16.8,13,5.7,"","","","","","","","","","","","","","70.3","94.7","70","71.5","87.7","80.4","18","30","45.6","6.4","17.9","37.5","34.9","9.8","23.9","26.6","36","13.6","18.4","30.7","37.1","13.8","42.5","90.7","87.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.31","","","12.3","13958.47"
"2024","SCHOOL","6560192","Griffin RESA","656","Fayette County","Sandy Creek High School","0192","N","H","http://www.fcboe.org/","770.969.2840","360 Jenkins Rd","Tyrone","GA","30290-1614","1238","09, 10, 11, 12","","78.2","2.7",".4","61.5","18.8","4.8","11.8",39.5,12.9,6.9,"","","","","","","","","","","","","","74","75.7","87.5","71.8","91.4","78.2","15.4","30.4","42.1","12.1","20.5","29","32.5","18.1","17.7","29.6","38.6","14.1","20","28.5","39.6","11.9","49.7","81.2","92.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.3","2.5","5","8.3","14469.82"
"2025","SCHOOL","6560192","Griffin RESA","656","Fayette County","Sandy Creek High School","0192","N","H","http://www.fcboe.org/","770.969.2840","360 Jenkins Rd","Tyrone","GA","30290-1614","1267","09, 10, 11, 12","","84.2","2.4",".5","61.8","18.8","5.8","10.7",32.7,12.2,6.8,"","","","","","","","","","","","","","80.3","82.7","96.4","77.3","94","84.2","13.3","36.7","37.1","13","13.8","26.3","40.7","19.3","19.9","25.5","36.8","17.8","12","25.1","39.3","23.6","51.7","100","93.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","12.5",""
"2018","SCHOOL","6560196","Griffin RESA","656","Fayette County","Kedron Elementary School","0196","N","E","http://www.fcboe.org/","(770)486-2700","200 Kedron Drive","Peachtree City","GA","30269","622","PK, KK, 01, 02, 03, 04, 05","Highest Performing (Platinum)","95.5","21","1","15","11","6","47",6.2,8,16,"100","91.4","100","92.4","95.5","76","85.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","17.9","40.5","36.8","4.1","14.6","42.7","38.6","6.7","14.4","36.5","42.3","3.8","17.3","26.9","51.9","","","","","","","","","","","","","","","","","","","4","9.3",""
"2019","SCHOOL","6560196","Griffin RESA","656","Fayette County","Kedron Elementary School","0196","N","E","http://www.fcboe.org/","??770.486.2700","200 Kedron Drive","Peachtree City","GA","30269","685","PK, KK, 01, 02, 03, 04, 05","","87.2","20","1","17","12","5","45",8.1,8,16,"99.6","85.4","60.7","91.4","87.2","75.8","84.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.6","17.5","34.9","39.1","5.3","17.8","37.6","39.3","10.1","13.8","44","32.1","3.7","36.7","24.8","34.9","","","","","","","","","","","","","","","","","","3.5","5","14.2","11190.81"
"2020","SCHOOL","6560196","Griffin RESA","656","Fayette County","Kedron Elementary School","0196","N","E","http://www.fcboe.org/","770.486.2700","200 Kedron Drive","Peachtree City","GA","30269","690","PK, KK, 01, 02, 03, 04, 05","","","19","1","18","12","5","45",7.3,7.5,15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7","11498.93"
"2021","SCHOOL","6560196","Griffin RESA","656","Fayette County","Kedron Elementary School","0196","N","E","http://www.fcboe.org/","770.486.2700","200 Kedron Drive","Peachtree City","GA","30269","690","PK, KK, 01, 02, 03, 04, 05","","","17","1","20","11","6","45",7.8,7.8,13,"","","","","","68.6","75.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","21.9","36.2","29.9","8.3","26.9","35.6","29.2","9.6","24","41.4","25","","","","","","","","","","","","","","","","","","","","","","","","11.1","12691.9"
"2022","SCHOOL","6560196","Griffin RESA","656","Fayette County","Kedron Elementary School","0196","N","E","http://www.fcboe.org/","770.486.2700","200 Kedron Dr","Peachtree City","GA","30269-3920","718","PK, KK, 01, 02, 03, 04, 05","","","20.2",".6","18.7","13.4","6.5","40.7",6.3,8.1,14.3,"98.9","100.00+","","87","","74.8","75.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4","21.4","37.2","34.1","5.3","18","38.4","38.4","8","21.2","44.3","26.6","","","","","","","","","","","","","","","","","","","","","","","","14.4","12602.2"
"2023","SCHOOL","6560196","Griffin RESA","656","Fayette County","Kedron Elementary School","0196","N","E","http://www.fcboe.org/","770.486.2700","200 Kedron Dr","Peachtree City","GA","30269-3920","752","PK, KK, 01, 02, 03, 04, 05","","97.8","21.3",".7","17.2","13.2","8.2","39.5",6.1,9.6,15,"99.9","97.5","100","93.3","97.8","78.1","75.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1","19.1","41.1","32.7","4.8","15.5","40","39.7","6.8","16.2","48.7","28.2","","","","","","","","","","","","","","","","","","","","","","","","13.6","12772.86"
"2024","SCHOOL","6560196","Griffin RESA","656","Fayette County","Kedron Elementary School","0196","N","E","http://www.fcboe.org/","770.486.2700","200 Kedron Dr","Peachtree City","GA","30269-3920","810","PK, KK, 01, 02, 03, 04, 05","","95.9","20.4",".7","18.1","14.6","8.3","37.9",17.9,10.6,14.9,"100","98.7","83.3","94.1","95.9","69.9","86.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.3","18.5","37.2","37","3.7","15.4","39.1","41.9","9","11.7","38.7","40.5","","","","","","","","","","","","","","","","","","","","","","4","5","8.9","12892.31"
"2025","SCHOOL","6560196","Griffin RESA","656","Fayette County","Kedron Elementary School","0196","N","E","http://www.fcboe.org/","770.486.2700","200 Kedron Dr","Peachtree City","GA","30269-3920","864","PK, KK, 01, 02, 03, 04, 05","","94.0","18.5",".9","18.7","15.4","8","38.5",15.9,10.6,14,"100","94.6","80.4","94.3","94.0","72.7","85.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","18.6","38.3","36.6","4.4","19.4","31.5","44.8","3.6","13.8","42","40.6","","","","","","","","","","","","","","","","","","","","","","0.0","","10.6",""
"2018","SCHOOL","6560198","Griffin RESA","656","Fayette County","Starr's Mill High School","0198","N","H","http://www.fcboe.org/","(770)486-2710","193 Panther Path","Fayetteville ","GA","30215","1450","09, 10, 11, 12","Greatest Gains (Silver)/Highest Performing (Silver)","92.2","5","0","8","7","4","76",2.9,8,2,"","","","","","","","","","","","","","98","89.9","85.5","88.9","93.1","92.2","3.6","15.7","51.3","29.4","1.5","22","46.6","29.9","9.7","18.3","48.1","23.8","7.4","22.3","37.1","33.2","79.3","62.6","92.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5.7",""
"2019","SCHOOL","6560198","Griffin RESA","656","Fayette County","Starr's Mill High School","0198","N","H","http://www.fcboe.org/","??770.486.2710","193 Panther Path","Fayetteville","GA","30215","1422","09, 10, 11, 12","Highest Performing (Silver)","92.1","5","0","9","7","4","75",1.9,7,2,"","","","","","","","","","","","","","98.3","89","81.3","91.1","93.8","92.1","1.7","13.9","63.6","20.9","3","12.3","57.6","27.2","6.9","13.8","54.2","25.1","2.8","18","37","42.1","86","100","93.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.97","4","5","4.9","10050.44"
"2020","SCHOOL","6560198","Griffin RESA","656","Fayette County","Starrs Mill High School","0198","N","H","http://www.fcboe.org/","770.486.2710","193 Panther Path","Fayetteville ","GA","30215","1410","09, 10, 11, 12","","","6","0","10","8","3","72",1.7,7.7,2,"","","","","","","","","","","","","","","","","","96.3","","","","","","","","","","","","","","","","","","","","96.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.64","","","4.7","10656.56"
"2021","SCHOOL","6560198","Griffin RESA","656","Fayette County","Starrs Mill High School","0198","N","H","http://www.fcboe.org/","770.486.2710","193 Panther Path","Fayetteville ","GA","30215","1379","09, 10, 11, 12","","","7","0","11","9","4","70",3.6,7,2,"","","","","","","","","","","","","","","","","","","","8.5","26","37.2","28.4","4.8","33.8","43.5","17.8","7.1","19.8","50.8","22.3","9.9","25.9","34.7","29.6","82.1","63.1","94.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.01","","","5.4","11468.73"
"2022","SCHOOL","6560198","Griffin RESA","656","Fayette County","Starrs Mill High School","0198","N","H","http://www.fcboe.org/","770.486.2710","193 Panther Path","Fayetteville","GA","30215-7613","1377","09, 10, 11, 12","","","6.1",".4","10.9","9","3.7","69.9",2.4,8.1,2.5,"","","","","","","","","","","","","","98.7","TFS","","91.1","96.4","","1.6","19.8","66.1","12.5","4.5","21","43.7","30.8","5.2","12.9","42.5","39.4","3.7","14.4","41.6","40.3","","68.9","95.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","14.4","41.6","40.3","86.27","","","4.5","12384.27"
"2023","SCHOOL","6560198","Griffin RESA","656","Fayette County","Starrs Mill High School","0198","N","H","http://www.fcboe.org/","770.486.2710","193 Panther Path","Fayetteville","GA","30215-7613","1395","09, 10, 11, 12","","87.6","6.2",".4","10.8","9.7","4.2","68.5",2.3,9,3,"","","","","","","","","","","","","","96.2","80","70","88.3","96.3","87.6","4.4","25.6","57.9","12.2","8.2","21","41.5","29.3","5.9","11.4","44.2","38.6","4.7","19","42.1","34.2","81.6","100","95.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.99","","","4.9","13113.38"
"2024","SCHOOL","6560198","Griffin RESA","656","Fayette County","Starrs Mill High School","0198","N","H","http://www.fcboe.org/","770.486.2710","193 Panther Path","Fayetteville","GA","30215-7613","1392","09, 10, 11, 12","","92.5","5",".2","10.4","10.1","5.5","68.8",11.8,9.8,2.6,"","","","","","","","","","","","","","100","81.6","100","89.9","96.6","92.5","3.8","15.9","51.7","28.6","4.4","13.3","42.2","40","4.9","12","50.9","32.1","2.4","11.4","41.9","44.3","81.9","100","96.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.84","4","5","4.6","13670.59"
"2025","SCHOOL","6560198","Griffin RESA","656","Fayette County","Starrs Mill High School","0198","N","H","http://www.fcboe.org/","770.486.2710","193 Panther Path","Fayetteville","GA","30215-7613","1386","09, 10, 11, 12","","90.7","5.4",".4","10.2","9.8","5.8","68.3",8.6,10.2,2.4,"","","","","","","","","","","","","","99.8","86.2","66.1","90.1","98.2","90.7","4.5","17.8","52.6","25.2","5.9","15","39","40.2","5.2","12.7","42.9","39.2","3.5","7.7","41.8","47","82.5","100","98.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","4.6",""
"2018","SCHOOL","6560199","Griffin RESA","656","Fayette County","Peeples Elementary School","0199","N","E","http://www.fcboe.org/","(770)486-2734","153 Panther Path","Fayetteville","GA","30215","732","PK, KK, 01, 02, 03, 04, 05","","83.3","6","0","4","8","3","78",4.7,11,3,"96","76.7","62.5","91.4","83.3","69.4","84.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1","26.2","47.3","19.3","2.8","23.7","43.8","29.8","2.3","11.5","44.3","42",".8","27.5","36.6","35.1","","","","","","","","","","","","","","","","","","","5","7.1",""
"2019","SCHOOL","6560199","Griffin RESA","656","Fayette County","Peeples Elementary School","0199","N","E","http://www.fcboe.org/","??770.486.2734??","153 Panther Path??","Fayetteville","GA","30215","757","PK, KK, 01, 02, 03, 04, 05","","92.3","5","0","4","9","3","78",3.9,11,3,"97.9","91","84.4","92","92.3","79","88.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","21.5","42","30.7","3.7","22","45.7","28.6","4.5","15.6","51.3","28.6","3.2","40.3","40.3","16.2","","","","","","","","","","","","","","","","","","3","5","6.4","10692.14"
"2020","SCHOOL","6560199","Griffin RESA","656","Fayette County","Peeples Elementary School","0199","N","E","http://www.fcboe.org/","770.486.2734","153 Panther Path","Fayetteville","GA","30215","777","PK, KK, 01, 02, 03, 04, 05","","","5","0","5","9","4","78",2.7,11.4,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","11174.9"
"2021","SCHOOL","6560199","Griffin RESA","656","Fayette County","Peeples Elementary School","0199","N","E","http://www.fcboe.org/","770.486.2734","153 Panther Path","Fayetteville","GA","30215","781","PK, KK, 01, 02, 03, 04, 05","","","6","0","4","10","4","77",2.8,8.9,4,"","","","","","70.6","75.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8","22.9","43","25.3","3.6","22.3","39.1","35","7.9","23.6","40.9","27.6","","","","","","","","","","","","","","","","","","","","","","","","8.4","11675.36"
"2022","SCHOOL","6560199","Griffin RESA","656","Fayette County","Peeples Elementary School","0199","N","E","http://www.fcboe.org/","770.486.2734","153 Panther Path","Fayetteville","GA","30215-7613","747","PK, KK, 01, 02, 03, 04, 05","","","5.5",".1","4.6","8.8","4","77",2.8,10.8,3.9,"98.3","100.00+","","88.2","","76.9","88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.4","18.3","47","26.4","3.4","14.1","43.6","38.9","3.1","13.9","52.3","30.8","","","","","","","","","","","","","","","","","","","","","","","","5.4","12165.07"
"2023","SCHOOL","6560199","Griffin RESA","656","Fayette County","Peeples Elementary School","0199","N","E","http://www.fcboe.org/","770.486.2734","153 Panther Path","Fayetteville","GA","30215-7613","742","PK, KK, 01, 02, 03, 04, 05","","91.7","5.9",".1","4.7","8.5","5.1","75.6",3.1,13.5,3.5,"97.2","92.2","76.7","93.7","91.7","89.3","78.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9","19.8","42.6","29.7","5.1","14","43.2","37.8","11.4","22.7","43.9","22","","","","","","","","","","","","","","","","","","","","","","","","6.9","13363.32"
"2024","SCHOOL","6560199","Griffin RESA","656","Fayette County","Peeples Elementary School","0199","N","E","http://www.fcboe.org/","770.486.2734","153 Panther Path","Fayetteville","GA","30215-7613","703","PK, KK, 01, 02, 03, 04, 05","","93.5","4.8",".1","4.8","9","6.4","74.8",13,12.9,3,"100","84.3","100","95","93.5","75.6","85.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","18.8","41.7","34.7","3.6","17.2","39.6","39.6","7.9","15.7","42.1","34.3","","","","","","","","","","","","","","","","","","","","","","4","5","5","14649.27"
"2025","SCHOOL","6560199","Griffin RESA","656","Fayette County","Peeples Elementary School","0199","N","E","http://www.fcboe.org/","770.486.2734","153 Panther Path","Fayetteville","GA","30215-7613","675","PK, KK, 01, 02, 03, 04, 05","","96.0","5.5",".1","5.9","8.9","6.2","73.3",10.8,13.2,2.5,"100","91.4","100","94.8","96.0","80.6","85.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","21.1","38.3","35.6","3.6","12.8","39.4","44.2","3.7","14.6","38","43.8","","","","","","","","","","","","","","","","","","","","","","0.0","","5.8",""
