"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","SCHOOL_CODE_CHANGE_IND","Cluster","WEBSITE","PHONE_NUMBER","STREET","CITY","STATE","ZIP_CODE","TOTAL_ENROLL","GRADES","SSAS","SINGLESCORE","THIRD_GRADE_READING","FIFTH_GRADE_READING","EIGHTH_GRADE_READING","COLLEGE_READINESS","ACCELERATED_COURSE_TAKING","FOUR_YEAR_GRADUATION_RATE","COLLEGEENROLLMENT"
"2021","SCHOOL","6920100","Coastal Plains RESA","692","Lowndes County","Dewar Elementary","0100","N","E","http://www.lowndes.k12.ga.us/","(229) 219-1370","3539 Mt Zion Church Rd","Valdosta","GA","31605","817","PK, KK, 01, 02, 03, 04, 05","","","49.1","60.9","","","","",""
"2022","SCHOOL","6920100","Coastal Plains RESA","692","Lowndes County","Dewar Elementary","0100","N","E","http://www.lowndes.k12.ga.us/","229.219.1370","3539 Mount Zion Church Rd","Valdosta","GA","31605-6511","906","PK, KK, 01, 02, 03, 04, 05","","","54.4","67.1","","","","",""
"2023","SCHOOL","6920100","Coastal Plains RESA","692","Lowndes County","Dewar Elementary","0100","N","E","http://www.lowndes.k12.ga.us/","229.219.1370","3539 Mount Zion Church Rd","Valdosta","GA","31605-6511","916","PK, KK, 01, 02, 03, 04, 05","","80.4","55.4","68.5","","","","",""
"2024","SCHOOL","6920100","Coastal Plains RESA","692","Lowndes County","Dewar Elementary","0100","N","E","http://www.lowndes.k12.ga.us/","229.219.1370","3539 Mount Zion Church Rd","Valdosta","GA","31605-6511","901","PK, KK, 01, 02, 03, 04, 05","","84.8","47.5","74.4","","","","",""
"2025","SCHOOL","6920100","Coastal Plains RESA","692","Lowndes County","Dewar Elementary","0100","N","E","http://www.lowndes.k12.ga.us/","229.219.1370","3539 Mount Zion Church Rd","Valdosta","GA","31605-6511","869","PK, KK, 01, 02, 03, 04, 05","","73.9","41.9","53.4","","","","",""
"2018","SCHOOL","6920111","Coastal Plains RESA","692","Lowndes County","Westside Elementary School","0111","N","E","http://www.lowndes.k12.ga.us/","(229)245-2289","2470 James Rd","Valdosta","GA","31601","932","PK, KK, 01, 02, 03, 04, 05","","92.3","70.8","70.4","","","","",""
"2019","SCHOOL","6920111","Coastal Plains RESA","692","Lowndes County","Westside Elementary School","0111","N","E","http://www.lowndes.k12.ga.us/","(229) 245-2289","2470 James Rd","Valdosta","GA","31601","959","PK, KK, 01, 02, 03, 04, 05","","77.6","57.1","71.9","","","","",""
"2020","SCHOOL","6920111","Coastal Plains RESA","692","Lowndes County","Westside Elementary School","0111","N","E","http://www.lowndes.k12.ga.us/","(229) 245-2289","2470 James Rd","Valdosta","GA","31601","976","PK, KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","6920111","Coastal Plains RESA","692","Lowndes County","Westside Elementary School","0111","N","E","http://www.lowndes.k12.ga.us/","(229) 245-2289","2470 James Rd","Valdosta","GA","31601","935","PK, KK, 01, 02, 03, 04, 05","","","62.8","66.1","","","","",""
"2022","SCHOOL","6920111","Coastal Plains RESA","692","Lowndes County","Westside Elementary School","0111","N","E","http://www.lowndes.k12.ga.us/","229.245.2289","2470 James Rd","Valdosta","GA","31601-7910","961","PK, KK, 01, 02, 03, 04, 05","","","58.7","66","","","","",""
"2023","SCHOOL","6920111","Coastal Plains RESA","692","Lowndes County","Westside Elementary School","0111","N","E","http://www.lowndes.k12.ga.us/","229.245.2289","2470 James Rd","Valdosta","GA","31601-7910","950","PK, KK, 01, 02, 03, 04, 05","","83.7","63.4","72","","","","",""
"2024","SCHOOL","6920111","Coastal Plains RESA","692","Lowndes County","Westside Elementary School","0111","N","E","http://www.lowndes.k12.ga.us/","229.245.2289","2470 James Rd","Valdosta","GA","31601-7910","951","PK, KK, 01, 02, 03, 04, 05","","94.9","43.9","76.7","","","","",""
"2025","SCHOOL","6920111","Coastal Plains RESA","692","Lowndes County","Westside Elementary School","0111","N","E","http://www.lowndes.k12.ga.us/","229.245.2289","2470 James Rd","Valdosta","GA","31601-7910","909","PK, KK, 01, 02, 03, 04, 05","","91.6","54.9","79.9","","","","",""
"2018","SCHOOL","6920112","Coastal Plains RESA","692","Lowndes County","Pine Grove Middle School","0112","N","M","http://www.lowndes.k12.ga.us/","(229)219-3234","4159 River Road","Valdosta","GA","31605","840","06, 07, 08","Greatest Gains (Silver)","93.2","","","82.6","","","",""
"2019","SCHOOL","6920112","Coastal Plains RESA","692","Lowndes County","Pine Grove Middle School","0112","N","M","http://www.lowndes.k12.ga.us/","(229) 219-3234","??4159 River Rd","Valdosta","GA","31605","883","06, 07, 08","Greatest Gains (Gold)","93.8","","","85.3","","","",""
"2020","SCHOOL","6920112","Coastal Plains RESA","692","Lowndes County","Pine Grove Middle School","0112","N","M","http://www.lowndes.k12.ga.us/","(229) 219-3234","4159 River Rd","Valdosta","GA","31605","901","06, 07, 08","","","","","","","","",""
"2021","SCHOOL","6920112","Coastal Plains RESA","692","Lowndes County","Pine Grove Middle School","0112","N","M","http://www.lowndes.k12.ga.us/","(229) 219-3234","4159 River Rd","Valdosta","GA","31605","878","06, 07, 08","","","","","76.9","","","",""
"2022","SCHOOL","6920112","Coastal Plains RESA","692","Lowndes County","Pine Grove Middle School","0112","N","M","http://www.lowndes.k12.ga.us/","229.219.3234","4159 River Rd","Valdosta","GA","31605-5439","869","06, 07, 08","","","","","65.4","","","",""
"2023","SCHOOL","6920112","Coastal Plains RESA","692","Lowndes County","Pine Grove Middle School","0112","N","M","http://www.lowndes.k12.ga.us/","229.219.3234","4159 River Rd","Valdosta","GA","31605-5439","813","06, 07, 08","","83.9","","","65.7","","","",""
"2024","SCHOOL","6920112","Coastal Plains RESA","692","Lowndes County","Pine Grove Middle School","0112","N","M","http://www.lowndes.k12.ga.us/","229.219.3234","4159 River Rd","Valdosta","GA","31605-5439","758","06, 07, 08","","87.8","","","65.7","","","",""
"2025","SCHOOL","6920112","Coastal Plains RESA","692","Lowndes County","Pine Grove Middle School","0112","N","M","http://www.lowndes.k12.ga.us/","229.219.3234","4159 River Rd","Valdosta","GA","31605-5439","797","06, 07, 08","","77.1","","","69.6","","","","34.98"
"2018","SCHOOL","6920194","Coastal Plains RESA","692","Lowndes County","Moulton-Branch Elementary School","0194","N","E","http://www.lowndes.k12.ga.us/","(229)245-2294","5725 Inner Perimeter Rd","Valdosta","GA","31601","628","PK, KK, 01, 02, 03, 04, 05","","79.1","56","57","","","","",""
"2019","SCHOOL","6920194","Coastal Plains RESA","692","Lowndes County","Moulton-Branch Elementary School","0194","N","E","http://www.lowndes.k12.ga.us/","(229) 245-2294","5725 Inner Perimeter Rd","Valdosta","GA","31601","609","PK, KK, 01, 02, 03, 04, 05","","78.5","42.7","65.6","","","","",""
"2020","SCHOOL","6920194","Coastal Plains RESA","692","Lowndes County","Moulton-Branch Elementary School","0194","N","E","http://www.lowndes.k12.ga.us/","(229) 245-2294","5725 Inner Perimeter Rd","Valdosta","GA","31601","610","PK, KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","6920194","Coastal Plains RESA","692","Lowndes County","Moulton-Branch Elementary School","0194","N","E","http://www.lowndes.k12.ga.us/","(229) 245-2294","5725 Inner Perimeter Rd","Valdosta","GA","31601","574","PK, KK, 01, 02, 03, 04, 05","","","39.2","54.4","","","","",""
"2022","SCHOOL","6920194","Coastal Plains RESA","692","Lowndes County","Moulton-Branch Elementary School","0194","N","E","http://www.lowndes.k12.ga.us/","229.245.2294","5725 Inner Perimeter Rd","Valdosta","GA","31601-2482","556","PK, KK, 01, 02, 03, 04, 05","","","47.9","62.7","","","","",""
"2023","SCHOOL","6920194","Coastal Plains RESA","692","Lowndes County","Moulton-Branch Elementary School","0194","N","E","http://www.lowndes.k12.ga.us/","229.245.2294","5725 Inner Perimeter Rd","Valdosta","GA","31601-2482","586","PK, KK, 01, 02, 03, 04, 05","","70.9","41.7","66.3","","","","",""
"2024","SCHOOL","6920194","Coastal Plains RESA","692","Lowndes County","Moulton-Branch Elementary School","0194","N","E","http://www.lowndes.k12.ga.us/","229.245.2294","5725 Inner Perimeter Rd","Valdosta","GA","31601-2482","562","PK, KK, 01, 02, 03, 04, 05","","80.1","39","67.1","","","","",""
"2025","SCHOOL","6920194","Coastal Plains RESA","692","Lowndes County","Moulton-Branch Elementary School","0194","N","E","http://www.lowndes.k12.ga.us/","229.245.2294","5725 Inner Perimeter Rd","Valdosta","GA","31601-2482","617","PK, KK, 01, 02, 03, 04, 05","","78.0","35.6","67.1","","","","",""
"2018","SCHOOL","6920195","Coastal Plains RESA","692","Lowndes County","Hahira Elementary School","0195","N","E","http://www.lowndes.k12.ga.us/","(229)346-8600","350 Claudia Drive","Hahira","GA","31632","826","PK, KK, 01, 02, 03, 04, 05","Greatest Gains (Silver)","80.2","60.2","56.8","","","","",""
"2019","SCHOOL","6920195","Coastal Plains RESA","692","Lowndes County","Hahira Elementary School","0195","N","E","http://www.lowndes.k12.ga.us/","(229) 316-8600","??350 Claudia Dr,","Hahira","GA","31632","805","PK, KK, 01, 02, 03, 04, 05","","88.1","60","73.3","","","","",""
"2020","SCHOOL","6920195","Coastal Plains RESA","692","Lowndes County","Hahira Elementary School","0195","N","E","http://www.lowndes.k12.ga.us/","(229) 316-8600","350 Claudia Dr,","Hahira","GA","31632","791","PK, KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","6920195","Coastal Plains RESA","692","Lowndes County","Hahira Elementary School","0195","N","E","http://www.lowndes.k12.ga.us/","(229) 316-8600","350 Claudia Dr,","Hahira","GA","31632","795","PK, KK, 01, 02, 03, 04, 05","","","64.8","72.9","","","","",""
"2022","SCHOOL","6920195","Coastal Plains RESA","692","Lowndes County","Hahira Elementary School","0195","N","E","http://www.lowndes.k12.ga.us/","229.794.2626","350 Claudia Dr","Hahira","GA","31632-1554","811","PK, KK, 01, 02, 03, 04, 05","","","61.6","69","","","","",""
"2023","SCHOOL","6920195","Coastal Plains RESA","692","Lowndes County","Hahira Elementary School","0195","N","E","http://www.lowndes.k12.ga.us/","229.794.2626","350 Claudia Dr","Hahira","GA","31632-1554","810","PK, KK, 01, 02, 03, 04, 05","","90.7","64.3","64.5","","","","",""
"2024","SCHOOL","6920195","Coastal Plains RESA","692","Lowndes County","Hahira Elementary School","0195","N","E","http://www.lowndes.k12.ga.us/","229.794.2626","350 Claudia Dr","Hahira","GA","31632-1554","797","PK, KK, 01, 02, 03, 04, 05","","90.5","69.5","81.6","","","","",""
"2025","SCHOOL","6920195","Coastal Plains RESA","692","Lowndes County","Hahira Elementary School","0195","N","E","http://www.lowndes.k12.ga.us/","229.794.2626","350 Claudia Dr","Hahira","GA","31632-1554","793","PK, KK, 01, 02, 03, 04, 05","","87.2","61.2","77.3","","","","",""
"2018","SCHOOL","6920211","Coastal Plains RESA","692","Lowndes County","Pine Grove Elementary School","0211","N","E","http://www.lowndes.k12.ga.us/","(229)245-2297","4175 River Rd","Valdosta","GA","31605","791","PK, KK, 01, 02, 03, 04, 05","","79.3","60.5","62.8","","","","",""
"2019","SCHOOL","6920211","Coastal Plains RESA","692","Lowndes County","Pine Grove Elementary School","0211","N","E","http://www.lowndes.k12.ga.us/","(229) 245-2297","4175 River Rd","Valdosta","GA","31605","782","PK, KK, 01, 02, 03, 04, 05","","64.3","57.5","54.4","","","","",""
"2020","SCHOOL","6920211","Coastal Plains RESA","692","Lowndes County","Pine Grove Elementary School","0211","N","E","http://www.lowndes.k12.ga.us/","(229) 245-2297","4175 River Rd","Valdosta","GA","31605","778","PK, KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","6920211","Coastal Plains RESA","692","Lowndes County","Pine Grove Elementary School","0211","N","E","http://www.lowndes.k12.ga.us/","(229) 245-2297","4175 River Rd","Valdosta","GA","31605","705","PK, KK, 01, 02, 03, 04, 05","","","60.5","64.1","","","","",""
"2022","SCHOOL","6920211","Coastal Plains RESA","692","Lowndes County","Pine Grove Elementary School","0211","N","E","http://www.lowndes.k12.ga.us/","229.245.2297","4175 River Rd","Valdosta","GA","31605-5439","682","PK, KK, 01, 02, 03, 04, 05","","","47.1","65.3","","","","",""
"2023","SCHOOL","6920211","Coastal Plains RESA","692","Lowndes County","Pine Grove Elementary School","0211","N","E","http://www.lowndes.k12.ga.us/","229.245.2297","4175 River Rd","Valdosta","GA","31605-5439","686","PK, KK, 01, 02, 03, 04, 05","","89.5","63.4","69.3","","","","",""
"2024","SCHOOL","6920211","Coastal Plains RESA","692","Lowndes County","Pine Grove Elementary School","0211","N","E","http://www.lowndes.k12.ga.us/","229.245.2297","4175 River Rd","Valdosta","GA","31605-5439","662","PK, KK, 01, 02, 03, 04, 05","","72.3","50","55.7","","","","",""
"2025","SCHOOL","6920211","Coastal Plains RESA","692","Lowndes County","Pine Grove Elementary School","0211","N","E","http://www.lowndes.k12.ga.us/","229.245.2297","4175 River Rd","Valdosta","GA","31605-5439","760","PK, KK, 01, 02, 03, 04, 05","","87.6","60.6","57.8","","","","",""
"2018","SCHOOL","6921050","Coastal Plains RESA","692","Lowndes County","Clyattville Elementary School","1050","N","E","http://www.lowndes.k12.ga.us/","(229)559-7062","5386 Madison Hwy","Valdosta","GA","31601","697","PK, KK, 01, 02, 03, 04, 05","","77.8","64.7","54.8","","","","",""
"2019","SCHOOL","6921050","Coastal Plains RESA","692","Lowndes County","Clyattville Elementary School","1050","N","E","http://www.lowndes.k12.ga.us/","(229) 316-8602","5386 Madison Hwy","Valdosta","GA","31601","688","PK, KK, 01, 02, 03, 04, 05","","79.2","55.9","71","","","","",""
"2020","SCHOOL","6921050","Coastal Plains RESA","692","Lowndes County","Clyattville Elementary School","1050","N","E","http://www.lowndes.k12.ga.us/","(229) 316-8602","5386 Madison Hwy","Valdosta","GA","31601","684","PK, KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","6921050","Coastal Plains RESA","692","Lowndes County","Clyattville Elementary School","1050","N","E","http://www.lowndes.k12.ga.us/","(229) 316-8602","5386 Madison Hwy","Valdosta","GA","31601","637","PK, KK, 01, 02, 03, 04, 05","","","42.3","63.3","","","","",""
"2022","SCHOOL","6921050","Coastal Plains RESA","692","Lowndes County","Clyattville Elementary School","1050","N","E","http://www.lowndes.k12.ga.us/","229.559.7062","5386 Madison Hwy","Valdosta","GA","31601-2384","615","PK, KK, 01, 02, 03, 04, 05","","","47.5","62","","","","",""
"2023","SCHOOL","6921050","Coastal Plains RESA","692","Lowndes County","Clyattville Elementary School","1050","N","E","http://www.lowndes.k12.ga.us/","229.559.7062","5386 Madison Hwy","Valdosta","GA","31601-2384","646","PK, KK, 01, 02, 03, 04, 05","","82.3","53.9","52.5","","","","",""
"2024","SCHOOL","6921050","Coastal Plains RESA","692","Lowndes County","Clyattville Elementary School","1050","N","E","http://www.lowndes.k12.ga.us/","229.559.7062","5386 Madison Hwy","Valdosta","GA","31601-2384","611","PK, KK, 01, 02, 03, 04, 05","","89.2","53.4","67","","","","",""
"2025","SCHOOL","6921050","Coastal Plains RESA","692","Lowndes County","Clyattville Elementary School","1050","N","E","http://www.lowndes.k12.ga.us/","229.559.7062","5386 Madison Hwy","Valdosta","GA","31601-2384","614","PK, KK, 01, 02, 03, 04, 05","","76.1","44.8","68.7","","","","",""
"2018","SCHOOL","6921052","Coastal Plains RESA","692","Lowndes County","Lowndes Middle School","1052","N","M","http://www.lowndes.k12.ga.us/","(229)245-2280","2379 Copeland Rd","Valdosta","GA","31601","914","06, 07, 08","","82.1","","","58.8","","","",""
"2019","SCHOOL","6921052","Coastal Plains RESA","692","Lowndes County","Lowndes Middle School","1052","N","M","http://www.lowndes.k12.ga.us/","??(229) 245-2280","2379 Copeland Rd","Valdosta","GA","31601","893","06, 07, 08","","85.3","","","72.7","","","",""
"2020","SCHOOL","6921052","Coastal Plains RESA","692","Lowndes County","Lowndes Middle School","1052","N","M","http://www.lowndes.k12.ga.us/","(229) 245-2280","2379 Copeland Rd","Valdosta","GA","31601","909","06, 07, 08","","","","","","","","",""
